time_s,temperature_C,pwm,heat_cool
159.557,39.97,254,1
159.696,39.77,254,1
159.835,39.58,254,1
159.974,39.37,254,1
160.113,39.19,254,1
160.252,39.0,254,1
160.391,38.81,254,1
160.53,38.62,254,1
160.669,38.43,254,1
160.808,38.24,254,1
160.947,38.06,254,1
161.086,37.87,254,1
161.225,37.69,254,1
161.364,37.52,254,1
161.503,37.34,254,1
161.642,37.16,254,1
161.781,36.98,254,1
161.92,36.8,254,1
162.059,36.63,254,1
162.198,36.46,254,1
162.337,36.28,254,1
162.476,36.11,254,1
162.615,35.95,254,1
162.754,35.77,254,1
162.893,35.61,254,1
163.032,35.44,254,1
163.171,35.28,254,1
163.31,35.1,254,1
163.449,34.94,254,1
163.588,34.77,254,1
163.727,34.62,254,1
163.866,34.47,254,1
164.004,34.3,254,1
164.143,34.14,254,1
164.282,33.98,254,1
164.421,33.83,254,1
164.56,33.68,254,1
164.699,33.53,254,1
164.838,33.38,254,1
164.977,33.23,254,1
165.116,33.08,254,1
165.255,32.93,254,1
165.394,32.78,254,1
165.533,32.63,254,1
165.671,32.49,254,1
165.81,32.35,254,1
165.949,32.21,254,1
166.088,32.06,254,1
166.227,31.92,254,1
166.366,31.78,254,1
166.505,31.64,254,1
166.644,31.51,254,1
166.783,31.37,254,1
166.921,31.23,254,1
167.06,31.09,254,1
167.199,30.95,254,1
167.338,30.81,254,1
167.477,30.68,254,1
167.616,30.55,254,1
167.754,30.41,254,1
167.893,30.28,254,1
168.032,30.15,254,1
168.171,30.02,254,1
168.31,29.89,254,1
168.449,29.77,254,1
168.588,29.64,254,1
168.726,29.51,254,1
168.865,29.38,254,1
169.004,29.25,254,1
169.143,29.13,254,1
169.282,29.01,254,1
169.421,28.88,254,1
169.559,28.76,254,1
169.698,28.64,254,1
169.837,28.52,254,1
169.976,28.4,254,1
170.115,28.28,254,1
170.254,28.16,254,1
170.392,28.04,254,1
170.531,27.92,254,1
170.67,27.8,254,1
170.809,27.68,254,1
170.948,27.57,254,1
171.087,27.46,254,1
171.225,27.34,254,1
171.364,27.23,254,1
171.503,27.11,254,1
171.642,26.99,254,1
171.781,26.89,254,1
171.919,26.77,254,1
172.058,26.66,254,1
172.197,26.54,254,1
172.336,26.42,254,1
172.475,26.32,254,1
172.613,26.21,254,1
172.752,26.11,254,1
172.891,25.98,254,1
173.03,25.88,254,1
173.169,25.77,254,1
173.307,25.67,254,1
173.446,25.55,254,1
173.585,25.44,254,1
173.724,25.34,254,1
173.862,25.22,254,1
174.001,25.13,254,1
174.14,25.01,254,1
174.278,24.9,254,1
174.417,24.79,254,1
174.555,24.7,254,1
174.693,24.59,254,1
174.831,24.49,254,1
174.97,24.38,254,1
175.108,24.28,254,1
175.246,24.18,254,1
175.385,24.07,254,1
175.523,23.97,254,1
175.661,23.87,254,1
175.8,23.76,254,1
175.938,23.66,254,1
176.076,23.56,254,1
176.214,23.47,254,1
176.353,23.36,254,1
176.491,23.27,254,1
176.629,23.16,254,1
176.768,23.07,254,1
176.906,22.97,254,1
177.044,22.87,254,1
177.183,22.77,254,1
177.321,22.67,254,1
177.459,22.58,254,1
177.597,22.48,254,1
177.736,22.38,254,1
177.874,22.29,254,1
178.012,22.19,254,1
178.151,22.1,254,1
178.289,22.0,254,1
178.427,21.9,254,1
178.566,21.82,254,1
178.704,21.72,254,1
178.842,21.63,254,1
178.98,21.54,254,1
179.119,21.45,254,1
179.257,21.35,254,1
179.395,21.26,254,1
179.534,21.17,254,1
179.672,21.08,254,1
179.81,21.0,254,1
179.949,20.9,254,1
180.087,20.81,254,1
180.225,20.72,254,1
180.363,20.63,254,1
180.502,20.54,254,1
180.64,20.45,254,1
180.778,20.36,254,1
180.917,20.27,254,1
181.055,20.18,254,1
181.193,20.09,254,1
181.332,20.0,254,1
181.47,19.92,254,1
181.608,19.83,254,1
181.746,19.74,254,1
181.885,19.65,254,1
182.023,19.56,254,1
182.161,19.47,254,1
182.3,19.39,254,1
182.438,19.3,254,1
182.576,19.21,254,1
182.715,19.13,254,1
182.853,19.03,254,1
182.991,18.95,254,1
183.129,18.86,254,1
183.268,18.78,254,1
183.406,18.69,254,1
183.544,18.61,254,1
183.683,18.53,254,1
183.821,18.44,254,1
183.959,18.36,254,1
184.098,18.27,254,1
184.236,18.19,254,1
184.374,18.11,254,1
184.512,18.02,254,1
184.651,17.94,254,1
184.789,17.87,254,1
184.927,17.79,254,1
185.066,17.71,254,1
185.204,17.63,254,1
185.342,17.55,254,1
185.481,17.47,254,1
185.619,17.39,254,1
185.757,17.31,254,1
185.895,17.24,254,1
186.034,17.16,254,1
186.172,17.07,254,1
186.31,17.0,254,1
186.449,16.92,254,1
186.587,16.84,254,1
186.725,16.76,254,1
186.864,16.68,254,1
187.002,16.61,254,1
187.14,16.53,254,1
187.278,16.45,254,1
187.417,16.37,254,1
187.555,16.3,254,1
187.693,16.23,254,1
187.832,16.15,254,1
187.97,16.07,254,1
188.108,16.0,254,1
188.247,15.92,254,1
188.385,15.85,254,1
188.523,15.77,254,1
188.661,15.7,254,1
188.8,15.62,254,1
188.938,15.54,254,1
189.076,15.47,254,1
189.215,15.39,254,1
189.353,15.32,254,1
189.491,15.24,254,1
189.63,15.17,254,1
189.768,15.09,254,1
189.906,15.01,254,1
190.044,14.94,254,1
190.183,14.87,254,1
190.321,14.79,254,1
190.459,14.71,254,1
190.598,14.64,254,1
190.736,14.56,254,1
190.874,14.49,254,1
191.013,14.41,254,1
191.151,14.34,254,0
191.29,14.27,254,0
191.43,14.21,254,0
191.569,14.18,254,0
191.708,14.2,254,0
191.847,14.26,254,0
191.987,14.36,254,0
192.126,14.5,254,0
192.265,14.66,254,0
192.405,14.85,254,0
192.544,15.06,254,0
192.683,15.29,254,0
192.823,15.54,254,0
192.962,15.79,254,0
193.101,16.06,254,0
193.241,16.34,254,0
193.38,16.63,254,0
193.519,16.92,254,1
193.658,17.23,254,1
193.796,17.52,254,1
193.934,17.78,254,1
194.073,18.0,254,1
194.211,18.18,254,1
194.349,18.32,254,1
194.487,18.44,254,1
194.626,18.54,254,1
194.764,18.62,254,1
194.902,18.67,254,1
195.041,18.71,254,1
195.179,18.74,254,1
195.317,18.75,254,1
195.456,18.75,254,1
195.594,18.74,254,1
195.732,18.73,254,1
195.87,18.7,254,1
196.009,18.67,254,1
196.147,18.63,254,1
196.285,18.59,254,1
196.424,18.54,254,1
196.562,18.49,254,1
196.7,18.42,254,1
196.839,18.36,254,1
196.977,18.3,254,1
197.115,18.23,255,1
197.253,18.16,254,1
197.392,18.08,254,1
197.53,18.01,254,1
197.668,17.93,254,1
197.807,17.85,254,1
197.945,17.77,254,1
198.083,17.69,254,1
198.222,17.6,254,1
198.36,17.51,254,1
198.498,17.43,254,1
198.636,17.34,254,1
198.775,17.25,254,1
198.913,17.15,254,1
199.051,17.06,254,1
199.19,16.98,254,1
199.328,16.88,254,1
199.466,16.79,254,1
199.605,16.7,254,1
199.743,16.61,254,1
199.881,16.51,254,1
200.019,16.42,254,1
200.158,16.33,254,1
200.296,16.23,254,1
200.434,16.14,254,1
200.573,16.04,254,1
200.711,15.94,254,1
200.849,15.85,254,1
200.988,15.76,254,1
201.126,15.66,254,1
201.264,15.56,254,1
201.402,15.47,254,1
201.541,15.38,254,1
201.679,15.28,254,1
201.817,15.19,254,1
201.956,15.1,254,1
202.094,15.0,254,1
202.232,14.91,254,1
202.371,14.82,254,1
202.509,14.72,254,1
202.647,14.63,254,1
202.785,14.53,254,1
202.924,14.44,254,1
203.062,14.35,254,1
203.2,14.26,254,1
203.339,14.17,254,1
203.477,14.08,254,1
203.615,13.99,254,1
203.754,13.9,254,1
203.892,13.82,254,1
204.03,13.73,254,1
204.168,13.64,254,1
204.307,13.55,254,1
204.445,13.47,254,1
204.583,13.38,254,1
204.722,13.29,254,1
204.86,13.21,254,1
204.998,13.12,254,1
205.137,13.04,254,1
205.275,12.96,254,1
205.413,12.87,254,1
205.551,12.79,254,1
205.69,12.71,254,1
205.828,12.63,254,1
205.966,12.55,254,1
206.105,12.47,254,1
206.243,12.39,254,1
206.381,12.31,254,1
206.52,12.23,254,1
206.658,12.15,254,1
206.796,12.06,254,1
206.934,11.99,254,1
207.073,11.91,254,1
207.211,11.83,254,1
207.349,11.75,254,1
207.488,11.68,254,1
207.626,11.6,254,1
207.764,11.53,254,1
207.903,11.45,254,1
208.041,11.37,254,1
208.179,11.29,254,1
208.317,11.21,254,1
208.456,11.14,254,1
208.594,11.07,254,1
208.732,10.99,254,1
208.871,10.92,254,1
209.009,10.84,254,1
209.147,10.77,254,1
209.286,10.69,254,1
209.424,10.62,254,1
209.562,10.55,254,1
209.7,10.47,255,1
209.839,10.4,254,1
209.977,10.33,254,1
210.115,10.26,254,1
210.254,10.19,254,1
210.392,10.12,254,1
210.53,10.04,254,1
210.669,9.97,254,1
210.806,9.9,254,1
210.943,9.83,254,1
211.08,9.76,254,1
211.218,9.69,254,1
211.355,9.62,254,1
211.492,9.55,254,1
211.629,9.48,254,1
211.767,9.41,254,1
211.904,9.34,254,1
212.041,9.28,254,1
212.179,9.21,254,1
212.316,9.14,254,1
212.453,9.08,254,1
212.59,9.01,254,1
212.728,8.94,254,1
212.865,8.87,255,1
213.002,8.81,254,1
213.14,8.73,254,1
213.277,8.67,254,1
213.414,8.61,254,1
213.551,8.54,254,1
213.689,8.47,254,1
213.826,8.41,254,1
213.963,8.34,254,1
214.1,8.27,254,1
214.238,8.21,254,1
214.375,8.13,255,1
214.512,8.08,254,1
214.649,8.01,254,1
214.787,7.95,254,1
214.924,7.88,254,1
215.061,7.82,254,1
215.198,7.76,254,1
215.336,7.69,254,1
215.473,7.63,254,1
215.61,7.56,254,1
215.748,7.5,254,1
215.885,7.44,254,1
216.022,7.38,254,1
216.159,7.31,254,1
216.297,7.25,254,1
216.434,7.19,254,1
216.571,7.12,254,1
216.708,7.07,254,1
216.846,7.02,254,1
216.983,6.94,254,1
217.12,6.88,254,1
217.257,6.82,254,1
217.395,6.76,254,1
217.532,6.7,254,1
217.669,6.64,254,1
217.806,6.58,254,1
217.944,6.51,254,1
218.081,6.46,254,1
218.218,6.4,254,1
218.355,6.34,254,1
218.493,6.28,254,1
218.63,6.22,254,1
218.767,6.16,254,1
218.905,6.11,254,1
219.042,6.04,254,1
219.179,5.98,254,1
219.316,5.92,254,1
219.453,5.87,254,1
219.591,5.8,254,1
219.728,5.75,254,1
219.865,5.7,254,1
220.003,5.63,254,1
220.14,5.58,254,1
220.277,5.52,254,1
220.414,5.46,254,1
220.552,5.4,254,1
220.689,5.35,254,1
220.826,5.29,254,1
220.963,5.24,254,1
221.101,5.17,254,1
221.238,5.12,254,1
221.375,5.06,254,1
221.512,5.01,254,1
221.65,4.96,254,1
221.787,4.9,254,1
221.924,4.85,254,1
222.061,4.79,254,1
222.199,4.74,254,1
222.336,4.68,254,1
222.473,4.63,254,1
222.61,4.58,254,1
222.748,4.52,254,1
222.885,4.47,254,1
223.022,4.42,254,1
223.16,4.37,254,1
223.297,4.32,254,1
223.434,4.26,254,1
223.571,4.21,254,1
223.709,4.16,254,1
223.846,4.1,254,1
223.983,4.05,254,1
224.12,4.01,254,1
224.258,3.96,254,1
224.395,3.91,254,1
224.532,3.86,254,1
224.67,3.8,254,1
224.807,3.76,254,1
224.944,3.72,254,1
225.081,3.65,254,1
225.219,3.61,254,1
225.356,3.58,254,1
225.493,3.53,255,1
225.63,3.48,254,1
225.768,3.44,254,1
225.905,3.4,254,1
226.042,3.35,254,1
226.179,3.32,254,1
226.317,3.28,254,1
226.454,3.23,254,1
226.591,3.19,254,1
226.728,3.15,254,1
226.866,3.1,254,1
227.003,3.07,254,1
227.14,3.03,254,1
227.277,2.98,254,1
227.415,2.94,254,1
227.552,2.9,254,1
227.689,2.86,254,1
227.826,2.82,254,1
227.964,2.77,254,1
228.101,2.73,254,1
228.238,2.68,254,1
228.375,2.64,254,1
228.513,2.59,254,1
228.65,2.55,254,1
228.787,2.51,254,1
228.925,2.46,254,1
229.062,2.42,254,1
229.199,2.36,254,1
229.336,2.33,254,1
229.474,2.28,254,1
229.611,2.24,254,1
229.748,2.19,254,1
229.885,2.15,254,1
230.023,2.1,255,1
230.16,2.06,254,1
230.297,2.01,254,1
230.434,1.96,254,1
230.572,1.91,254,1
230.709,1.88,254,1
230.846,1.83,254,1
230.984,1.78,254,1
231.121,1.74,254,1
231.258,1.69,254,1
231.395,1.65,254,1
231.533,1.61,254,1
231.67,1.56,254,1
231.807,1.5,255,1
231.944,1.47,254,1
232.082,1.42,254,1
232.219,1.38,254,1
232.356,1.32,254,1
232.494,1.29,254,1
232.631,1.24,255,1
232.768,1.19,254,1
232.905,1.14,254,1
233.043,1.1,254,1
233.18,1.05,254,1
233.317,1.01,254,1
233.455,0.97,254,1
233.592,0.92,254,1
233.729,0.88,254,1
233.866,0.83,254,1
234.004,0.79,254,1
234.141,0.75,254,1
234.278,0.7,254,1
234.415,0.66,254,1
234.553,0.61,254,1
234.69,0.56,255,1
234.827,0.53,254,1
234.965,0.47,254,1
235.102,0.43,254,1
235.239,0.4,254,1
235.376,0.35,254,1
235.514,0.31,254,1
235.651,0.27,254,1
235.788,0.25,254,1
235.926,0.2,254,1
236.063,0.15,254,1
236.2,0.11,254,1
236.337,0.08,254,1
236.475,0.05,254,1
236.612,0.0,254,1
236.749,-0.03,254,1
236.887,-0.07,254,1
237.026,-0.1,254,1
237.164,-0.14,254,1
237.302,-0.18,254,1
237.441,-0.22,254,1
237.579,-0.26,254,1
237.717,-0.29,254,1
237.856,-0.33,254,1
237.994,-0.37,254,1
238.132,-0.41,254,1
238.27,-0.45,254,1
238.409,-0.49,254,1
238.547,-0.53,254,1
238.685,-0.58,254,1
238.824,-0.61,254,1
238.962,-0.65,254,1
239.1,-0.69,254,1
239.239,-0.74,254,1
239.377,-0.76,254,1
239.515,-0.81,255,1
239.653,-0.85,254,1
239.792,-0.89,254,1
239.93,-0.92,254,1
240.068,-0.97,254,1
240.207,-1.01,255,1
240.345,-1.05,254,1
240.483,-1.08,254,1
240.622,-1.13,254,1
240.76,-1.16,254,1
240.898,-1.2,254,1
241.036,-1.25,254,1
241.175,-1.29,254,1
241.313,-1.33,254,1
241.451,-1.37,254,1
241.59,-1.4,254,1
241.728,-1.45,254,1
241.866,-1.49,254,1
242.005,-1.52,254,1
242.143,-1.57,254,1
242.281,-1.6,254,1
242.419,-1.65,255,1
242.558,-1.69,254,1
242.696,-1.73,254,1
242.834,-1.76,254,1
242.973,-1.81,254,1
243.111,-1.84,254,1
243.249,-1.88,255,1
243.388,-1.93,254,1
243.526,-1.95,254,1
243.664,-1.99,254,1
243.802,-2.02,254,1
243.941,-2.06,255,1
244.079,-2.1,254,1
244.217,-2.13,254,1
244.356,-2.15,254,1
244.494,-2.21,254,1
244.632,-2.24,254,1
244.771,-2.27,254,1
244.909,-2.31,254,1
245.047,-2.35,254,1
245.185,-2.38,254,1
245.324,-2.41,254,1
245.462,-2.45,254,1
245.6,-2.49,254,1
245.739,-2.52,254,1
245.877,-2.57,254,1
246.015,-2.59,254,1
246.154,-2.64,254,1
246.292,-2.67,254,1
246.43,-2.72,254,1
246.568,-2.74,254,1
246.707,-2.78,254,0
246.846,-2.82,254,0
246.985,-2.84,254,0
247.125,-2.83,254,0
247.264,-2.79,254,0
247.403,-2.66,254,0
247.543,-2.52,254,0
247.682,-2.34,254,0
247.821,-2.13,254,0
247.961,-1.88,254,0
248.1,-1.63,254,0
248.239,-1.35,254,0
248.379,-1.06,254,0
248.518,-0.75,254,0
248.657,-0.42,254,0
248.797,-0.11,254,0
248.936,0.25,254,0
249.074,0.6,254,0
249.213,0.95,254,0
249.351,1.31,254,0
249.489,1.68,254,0
249.627,2.05,254,0
249.766,2.42,254,0
249.904,2.79,254,0
250.042,3.18,254,0
250.181,3.55,254,0
250.319,3.94,254,0
250.457,4.32,254,0
250.596,4.71,254,0
250.734,5.1,254,0
250.872,5.48,254,0
251.01,5.87,254,0
251.149,6.26,254,0
251.287,6.63,254,0
251.425,7.01,254,0
251.564,7.4,254,0
251.702,7.79,254,0
251.84,8.18,254,0
251.979,8.56,254,0
252.117,8.94,254,0
252.255,9.31,254,0
252.393,9.7,254,0
252.532,10.07,254,0
252.671,10.45,254,0
252.81,10.82,254,0
252.95,11.2,254,0
253.089,11.57,254,0
253.228,11.93,254,0
253.368,12.31,254,0
253.507,12.67,254,0
253.646,13.03,254,1
253.785,13.39,254,1
253.923,13.74,245,0
254.062,14.04,251,0
254.202,14.31,253,0
254.341,14.58,254,1
254.479,14.85,254,1
254.618,15.12,255,1
254.756,15.29,255,1
254.894,15.5,255,1
255.032,15.65,255,1
255.171,15.78,255,1
255.309,15.88,208,1
255.447,15.94,144,1
255.586,16.0,8,1
255.722,16.03,0,1
255.858,16.06,0,1
255.994,16.08,0,1
256.13,16.11,0,1
256.267,16.14,6,1
256.403,16.17,0,1
256.539,16.2,0,1
256.675,16.22,0,0
256.812,16.24,0,0
256.95,16.26,0,0
257.087,16.28,0,0
257.224,16.3,0,0
257.361,16.31,0,0
257.499,16.32,0,0
257.636,16.34,0,0
257.773,16.35,0,0
257.91,16.36,0,0
258.048,16.36,0,0
258.185,16.37,0,0
258.322,16.37,0,0
258.459,16.37,0,0
258.596,16.38,0,0
258.734,16.37,0,0
258.871,16.38,0,0
259.008,16.37,0,0
259.145,16.37,0,0
259.283,16.37,0,0
259.42,16.37,0,0
259.557,16.36,0,0
259.694,16.36,0,0
259.831,16.35,0,0
259.969,16.35,0,0
260.106,16.34,0,0
260.243,16.33,0,0
260.38,16.32,0,0
260.518,16.31,0,0
260.655,16.31,0,0
260.792,16.3,0,0
260.93,16.29,0,0
261.067,16.29,0,0
261.204,16.28,0,0
261.341,16.27,0,0
261.478,16.26,0,0
261.616,16.26,0,0
261.753,16.24,0,0
261.89,16.24,0,0
262.027,16.23,0,0
262.165,16.22,0,0
262.302,16.22,0,0
262.439,16.21,0,0
262.576,16.2,0,0
262.713,16.2,0,0
262.851,16.19,0,0
262.988,16.19,0,0
263.125,16.18,0,0
263.262,16.17,0,0
263.4,16.17,0,0
263.537,16.16,0,0
263.674,16.16,0,0
263.811,16.15,0,0
263.948,16.15,0,0
264.086,16.14,0,0
264.223,16.14,0,0
264.36,16.13,0,0
264.497,16.13,0,0
264.635,16.13,0,0
264.772,16.12,0,0
264.909,16.12,0,0
265.046,16.12,0,0
265.183,16.12,0,0
265.321,16.11,0,0
265.458,16.11,0,0
265.595,16.11,0,0
265.732,16.11,0,0
265.869,16.11,0,0
266.007,16.11,0,0
266.144,16.11,0,0
266.281,16.11,0,0
266.418,16.11,0,0
266.556,16.11,0,0
266.693,16.11,0,0
266.83,16.11,0,0
266.967,16.11,0,0
267.104,16.11,0,0
267.242,16.11,0,0
267.379,16.12,0,0
267.516,16.12,0,0
267.653,16.12,0,0
267.791,16.13,0,0
267.928,16.13,0,0
268.065,16.13,0,0
268.202,16.13,0,0
268.339,16.14,0,0
268.477,16.14,0,0
268.614,16.15,0,0
268.751,16.15,0,0
268.888,16.15,0,0
269.025,16.16,0,0
269.163,16.16,0,0
269.3,16.17,0,0
269.437,16.17,0,0
269.574,16.18,0,0
269.712,16.19,0,0
269.849,16.19,0,0
269.986,16.2,0,0
270.123,16.21,0,0
270.26,16.21,0,0
270.398,16.22,0,0
270.535,16.22,0,0
270.672,16.23,0,0
270.809,16.24,0,0
270.947,16.25,0,0
271.084,16.26,0,0
271.221,16.26,0,0
271.358,16.27,0,0
271.495,16.28,0,0
271.633,16.29,0,0
271.77,16.3,0,0
271.907,16.3,0,0
272.044,16.31,0,0
272.182,16.32,0,0
272.319,16.33,0,0
272.456,16.34,0,0
272.593,16.35,0,0
272.73,16.36,0,0
272.868,16.37,0,0
273.005,16.37,0,0
273.142,16.38,0,0
273.279,16.39,0,0
273.416,16.4,0,0
273.554,16.41,0,0
273.691,16.42,0,0
273.828,16.43,0,0
273.965,16.44,0,0
274.103,16.45,0,0
274.24,16.46,0,0
274.377,16.47,0,0
274.514,16.48,0,0
274.651,16.49,0,0
274.789,16.5,0,0
274.926,16.51,0,0
275.063,16.52,0,0
275.2,16.53,0,0
275.337,16.54,0,0
275.475,16.55,0,0
275.612,16.56,0,0
275.749,16.57,0,0
275.886,16.58,0,0
276.024,16.59,0,0
276.161,16.6,0,0
276.298,16.61,0,0
276.435,16.63,0,0
276.572,16.64,0,0
276.71,16.64,0,0
276.847,16.66,0,0
276.984,16.67,0,0
277.121,16.68,0,0
277.259,16.69,0,0
277.396,16.7,0,0
277.533,16.71,0,0
277.67,16.72,0,0
277.807,16.73,0,0
277.945,16.74,0,0
278.082,16.76,0,0
278.219,16.77,0,0
278.356,16.78,0,0
278.494,16.79,0,0
278.631,16.8,0,0
278.768,16.81,0,0
278.905,16.82,0,0
279.043,16.84,0,0
279.18,16.85,0,0
279.317,16.86,0,0
279.454,16.87,0,0
279.591,16.88,0,0
279.729,16.89,0,0
279.866,16.9,0,0
280.003,16.91,0,0
280.14,16.92,0,0
280.278,16.94,0,0
280.415,16.95,0,0
280.552,16.96,0,0
280.689,16.97,0,0
280.827,16.98,0,0
280.964,17.0,0,0
281.101,17.01,0,0
281.238,17.02,0,0
281.375,17.03,0,0
281.513,17.04,0,0
281.65,17.05,0,0
281.787,17.06,0,0
281.924,17.07,0,0
282.061,17.09,0,0
282.199,17.1,0,0
282.336,17.11,0,0
282.473,17.12,0,0
282.61,17.13,0,0
282.748,17.14,0,0
282.885,17.15,0,0
283.022,17.17,0,0
283.159,17.18,0,0
283.296,17.19,0,0
283.434,17.2,0,0
283.571,17.21,0,0
283.708,17.22,0,0
283.845,17.23,0,0
283.983,17.25,0,0
284.12,17.26,0,0
284.257,17.27,0,0
284.394,17.28,0,0
284.532,17.29,0,0
284.669,17.3,0,0
284.806,17.31,0,0
284.943,17.32,0,0
285.081,17.33,0,0
285.218,17.34,0,0
285.355,17.35,0,0
285.492,17.36,0,0
285.629,17.37,0,0
285.767,17.38,0,0
285.904,17.4,0,0
286.041,17.41,0,0
286.178,17.42,0,0
286.316,17.43,0,0
286.453,17.44,0,0
286.59,17.45,0,0
286.727,17.46,0,0
286.864,17.47,0,0
287.002,17.49,0,0
287.139,17.5,0,0
287.276,17.51,0,0
287.413,17.52,0,0
287.551,17.53,0,0
287.688,17.54,0,0
287.825,17.55,0,0
287.962,17.56,0,0
288.099,17.57,0,0
288.237,17.58,0,0
288.374,17.59,0,0
288.511,17.6,0,0
288.648,17.61,0,0
288.785,17.62,0,0
288.923,17.63,0,0
289.06,17.64,0,0
289.197,17.65,0,0
289.334,17.66,0,0
289.472,17.67,0,0
289.609,17.68,0,0
289.746,17.69,0,0
289.883,17.7,0,0
290.02,17.72,0,0
290.158,17.72,0,0
290.295,17.74,0,0
290.432,17.74,0,0
290.569,17.75,0,0
290.706,17.76,0,0
290.844,17.78,0,0
290.981,17.79,0,0
291.118,17.8,0,0
291.255,17.81,0,0
291.393,17.82,0,0
291.53,17.83,0,0
291.667,17.83,0,0
291.804,17.85,0,0
291.941,17.86,0,0
292.079,17.86,0,0
292.216,17.88,0,0
292.353,17.88,0,0
292.49,17.9,0,0
292.628,17.9,0,0
292.765,17.92,0,0
292.902,17.92,0,0
293.039,17.93,0,0
293.176,17.94,0,0
293.314,17.95,0,0
293.451,17.96,0,0
293.588,17.98,0,0
293.725,17.98,0,0
293.862,17.99,46,0
294.001,18.0,68,0
294.139,18.01,133,0
294.278,18.04,225,0
294.418,18.06,252,0
294.557,18.11,254,0
294.696,18.18,254,0
294.836,18.28,254,0
294.975,18.39,254,0
295.114,18.55,254,0
295.254,18.72,254,0
295.393,18.9,254,0
295.532,19.1,254,0
295.672,19.31,254,0
295.811,19.54,254,0
295.95,19.77,254,0
296.09,20.01,254,0
296.229,20.25,254,0
296.368,20.51,254,0
296.508,20.77,254,0
296.647,21.04,254,0
296.786,21.31,254,0
296.926,21.58,254,0
297.065,21.87,254,0
297.204,22.16,254,0
297.344,22.44,254,0
297.483,22.72,254,0
297.622,23.02,254,0
297.761,23.32,254,0
297.901,23.62,254,0
298.04,23.91,254,0
298.179,24.22,254,0
298.319,24.52,254,0
298.458,24.83,255,0
298.598,25.15,254,0
298.738,25.45,254,0
298.877,25.76,254,0
299.017,26.06,254,0
299.157,26.37,254,0
299.297,26.67,254,0
299.437,26.98,254,0
299.577,27.28,254,0
299.716,27.58,254,0
299.856,27.88,254,0
299.996,28.18,254,0
300.136,28.49,254,0
300.276,28.77,254,0
300.416,29.08,254,0
300.555,29.38,254,0
300.695,29.67,254,0
300.835,29.97,254,0
300.975,30.26,254,0
301.115,30.56,254,0
301.255,30.84,254,0
301.395,31.14,254,0
301.535,31.43,254,0
301.674,31.72,254,0
301.814,32.0,254,0
301.954,32.29,253,0
302.094,32.58,253,0
302.234,32.86,252,0
302.374,33.14,250,0
302.514,33.42,249,0
302.654,33.71,248,0
302.794,33.97,230,1
302.933,34.26,254,1
303.072,34.52,254,1
303.211,34.74,254,1
303.35,34.93,254,1
303.489,35.06,254,1
303.628,35.17,254,1
303.766,35.24,254,1
303.905,35.28,254,1
304.044,35.29,253,1
304.183,35.29,253,1
304.322,35.26,253,1
304.461,35.22,252,1
304.6,35.17,251,1
304.739,35.09,250,1
304.878,35.0,247,1
305.017,34.91,240,1
305.156,34.8,233,1
305.295,34.69,250,1
305.434,34.57,254,1
305.573,34.45,254,1
305.712,34.32,253,1
305.851,34.17,253,1
305.989,34.03,252,1
306.128,33.89,251,1
306.267,33.73,250,1
306.406,33.58,250,1
306.545,33.42,250,1
306.684,33.26,250,1
306.823,33.1,250,1
306.962,32.93,254,1
307.101,32.76,254,1
307.24,32.59,254,1
307.379,32.42,254,1
307.517,32.25,254,1
307.656,32.09,254,1
307.795,31.9,254,1
307.934,31.73,254,1
308.073,31.56,254,1
308.212,31.38,254,1
308.351,31.21,254,1
308.49,31.03,254,1
308.628,30.86,254,1
308.767,30.68,254,1
308.906,30.5,254,1
309.045,30.33,254,1
309.184,30.14,254,1
309.323,29.99,254,1
309.462,29.81,253,1
309.6,29.63,253,1
309.739,29.46,253,1
309.878,29.29,252,1
310.017,29.11,250,1
310.156,28.94,248,1
310.295,28.78,231,1
310.433,28.61,232,1
310.572,28.45,235,1
310.711,28.28,239,1
310.85,28.12,239,1
310.989,27.96,250,1
311.128,27.8,254,1
311.267,27.64,254,1
311.405,27.49,254,1
311.544,27.33,254,1
311.683,27.17,254,1
311.822,27.01,254,1
311.961,26.86,254,1
312.099,26.7,254,1
312.238,26.55,254,1
312.377,26.4,254,1
312.516,26.25,254,1
312.655,26.1,254,1
312.793,25.95,254,1
312.932,25.79,254,1
313.071,25.65,254,1
313.21,25.5,254,1
313.348,25.35,254,1
313.487,25.2,254,1
313.626,25.06,254,0
313.765,24.9,254,0
313.905,24.78,254,0
314.044,24.68,254,0
314.183,24.63,254,0
314.323,24.64,254,0
314.462,24.67,254,0
314.601,24.75,254,0
314.741,24.84,254,0
314.88,24.97,254,0
315.02,25.12,254,0
315.16,25.29,254,0
315.299,25.47,254,0
315.439,25.67,254,0
315.579,25.88,254,0
315.719,26.1,254,0
315.859,26.33,254,0
315.998,26.57,254,0
316.138,26.81,254,0
316.278,27.06,254,0
316.418,27.33,254,0
316.558,27.59,254,0
316.697,27.86,254,0
316.837,28.13,254,0
316.977,28.41,254,0
317.117,28.68,254,0
317.257,28.96,254,0
317.397,29.24,254,0
317.537,29.54,254,0
317.677,29.83,254,1
317.815,30.11,254,1
317.954,30.39,255,1
318.093,30.63,255,1
318.232,30.83,255,1
318.371,30.99,255,1
318.51,31.11,255,1
318.649,31.21,255,1
318.787,31.27,254,1
318.926,31.31,254,1
319.065,31.34,253,1
319.204,31.34,255,1
